,bike_id,weekday,start_hour,start_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_time,end_station_id,end_station_name,end_station_latitude,end_station_longitude,trip_duration,subscriber,birth_year,gender,gender_category,trip_duration_min,start_year,start_month,start_week,start_day,end_year,end_month,end_week,end_day,end_hour,days_category,peak_hours,avg_trip_duration_each_hour,day_of_week,hours_category
33651,19744,Sat,1,2013-09-28 01:18:53,388,W 26 St & 10 Ave,40.749717753,-74.002950346,2013-09-28 01:34:13,507,E 25 St & 2 Ave,40.73912601,-73.97973776,920,Non-Subscriber,,0,Unknown,15,2013,9,39,28,2013,9,39,28,1,Weekend,Normal hours,13.1,7,0am - 5am
33653,19949,Sun,0,2013-09-15 00:04:24,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2013-09-15 00:13:14,462,W 22 St & 10 Ave,40.74691959,-74.00451887,530,Subscriber,1977.0,1,Male,8,2013,9,37,15,2013,9,37,15,0,Weekend,Normal hours,13.1,1,0am - 5am
33672,19053,Wed,2,2013-09-11 02:15:38,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,2013-09-11 02:27:21,278,Concord St & Bridge St,40.69766564,-73.98476437,703,Non-Subscriber,,0,Unknown,11,2013,9,37,11,2013,9,37,11,2,Weekdays,Normal hours,12.2,4,0am - 5am
33692,15288,Sun,1,2013-09-01 01:11:34,392,Jay St & Tech Pl,40.695065,-73.987167,2013-09-01 01:35:33,497,E 17 St & Broadway,40.73704984,-73.99009296,1439,Non-Subscriber,,0,Unknown,23,2013,9,35,1,2013,9,35,1,1,Weekend,Normal hours,13.1,1,0am - 5am
33695,19235,Sat,0,2013-09-07 00:12:54,434,9 Ave & W 18 St,40.74317449,-74.00366443,2013-09-07 00:40:40,361,Allen St & Hester St,40.71605866,-73.99190759,1666,Subscriber,1966.0,1,Male,27,2013,9,36,7,2013,9,36,7,0,Weekend,Normal hours,13.1,7,0am - 5am
33717,14771,Sun,1,2013-09-15 01:56:23,267,Broadway & W 36 St,40.75097711,-73.98765428,2013-09-15 02:06:53,478,11 Ave & W 41 St,40.76030096,-73.99884222,630,Non-Subscriber,,0,Unknown,10,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,13.1,1,0am - 5am
33742,16188,Sat,0,2013-09-21 00:50:07,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,2013-09-21 01:00:57,470,W 20 St & 8 Ave,40.74345335,-74.00004031,650,Subscriber,1989.0,1,Male,10,2013,9,38,21,2013,9,38,21,1,Weekend,Normal hours,13.1,7,0am - 5am
33769,15584,Sun,4,2013-09-08 04:39:43,407,Henry St & Poplar St,40.700469,-73.991454,2013-09-08 04:42:19,2000,Front St & Washington St,40.70255088,-73.98940236,156,Subscriber,1960.0,1,Male,2,2013,9,36,8,2013,9,36,8,4,Weekend,Normal hours,11.6,1,0am - 5am
33841,19152,Sun,0,2013-09-08 00:49:02,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,2013-09-08 01:01:07,307,Canal St & Rutgers St,40.71427487,-73.98990025,725,Subscriber,1985.0,1,Male,12,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
33902,19325,Mon,1,2013-09-02 01:17:31,465,Broadway & W 41 St,40.75513557,-73.98658032,2013-09-02 01:22:20,465,Broadway & W 41 St,40.75513557,-73.98658032,289,Non-Subscriber,,0,Unknown,4,2013,9,36,2,2013,9,36,2,1,Weekdays,Normal hours,13.1,2,0am - 5am
33910,18637,Fri,0,2013-09-13 00:16:43,433,E 13 St & Avenue A,40.72955361,-73.98057249,2013-09-13 00:20:27,538,W 49 St & 5 Ave,40.75795248,-73.97787642,224,Subscriber,1981.0,1,Male,3,2013,9,37,13,2013,9,37,13,0,Weekdays,Normal hours,13.1,6,0am - 5am
33917,15637,Sat,0,2013-09-07 00:12:40,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2013-09-07 00:29:09,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,989,Subscriber,1967.0,1,Male,16,2013,9,36,7,2013,9,36,7,0,Weekend,Normal hours,13.1,7,0am - 5am
33958,19900,Fri,2,2013-09-20 02:01:06,116,W 17 St & 8 Ave,40.74177603,-74.00149746,2013-09-20 02:24:35,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,1409,Non-Subscriber,,0,Unknown,23,2013,9,38,20,2013,9,38,20,2,Weekdays,Normal hours,12.2,6,0am - 5am
33960,18872,Thu,0,2013-09-19 00:04:37,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,2013-09-19 00:16:00,406,Hicks St & Montague St,40.69512845,-73.99595065,683,Subscriber,1978.0,1,Male,11,2013,9,38,19,2013,9,38,19,0,Weekdays,Normal hours,13.1,5,0am - 5am
33971,20118,Wed,1,2013-09-11 01:09:43,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2013-09-11 01:27:36,445,E 10 St & Avenue A,40.72740794,-73.98142006,1073,Subscriber,1989.0,1,Male,17,2013,9,37,11,2013,9,37,11,1,Weekdays,Normal hours,13.1,4,0am - 5am
34011,16107,Sun,1,2013-09-15 01:49:27,195,Liberty St & Broadway,40.70905623,-74.01043382,2013-09-15 02:01:48,403,E 2 St & 2 Ave,40.72502876,-73.99069656,741,Subscriber,1981.0,1,Male,12,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,13.1,1,0am - 5am
34043,14638,Sat,5,2013-09-07 05:04:14,2012,E 27 St & 1 Ave,40.739445,-73.976806,2013-09-07 05:07:51,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,217,Subscriber,1991.0,1,Male,3,2013,9,36,7,2013,9,36,7,5,Weekend,Normal hours,10.2,7,0am - 5am
34063,17012,Wed,0,2013-09-11 00:01:46,361,Allen St & Hester St,40.71605866,-73.99190759,2013-09-11 00:04:10,401,Allen St & Rivington St,40.72019576,-73.98997825,144,Subscriber,1987.0,1,Male,2,2013,9,37,11,2013,9,37,11,0,Weekdays,Normal hours,13.1,4,0am - 5am
34078,20642,Fri,1,2013-09-06 01:32:51,459,W 20 St & 11 Ave,40.746745,-74.007756,2013-09-06 02:18:58,294,Washington Square E,40.73049393,-73.9957214,2697,Subscriber,1969.0,1,Male,44,2013,9,36,6,2013,9,36,6,2,Weekdays,Normal hours,13.1,6,0am - 5am
34129,17723,Thu,1,2013-09-19 01:25:56,428,E 3 St & 1 Ave,40.72467721,-73.98783413,2013-09-19 01:36:54,527,E 33 St & 1 Ave,40.74315566,-73.97434726,658,Subscriber,1982.0,1,Male,10,2013,9,38,19,2013,9,38,19,1,Weekdays,Normal hours,13.1,5,0am - 5am
34132,16692,Fri,0,2013-09-13 00:24:22,483,E 12 St & 3 Ave,40.73223272,-73.98889957,2013-09-13 00:37:50,439,E 4 St & 2 Ave,40.7262807,-73.98978041,808,Non-Subscriber,,0,Unknown,13,2013,9,37,13,2013,9,37,13,0,Weekdays,Normal hours,13.1,6,0am - 5am
34225,17908,Mon,3,2013-09-02 03:11:23,497,E 17 St & Broadway,40.73704984,-73.99009296,2013-09-02 03:19:59,477,W 41 St & 8 Ave,40.75640548,-73.9900262,516,Non-Subscriber,,0,Unknown,8,2013,9,36,2,2013,9,36,2,3,Weekdays,Normal hours,11.6,2,0am - 5am
34291,14642,Sun,2,2013-09-01 02:29:40,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2013-09-01 02:48:18,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,1118,Subscriber,1974.0,1,Male,18,2013,9,35,1,2013,9,35,1,2,Weekend,Normal hours,12.2,1,0am - 5am
34303,16434,Thu,0,2013-09-19 00:46:14,533,Broadway & W 39 St,40.75299641,-73.98721619,2013-09-19 01:13:33,320,Church St & Leonard St,40.71743998,-74.00583475,1639,Non-Subscriber,,0,Unknown,27,2013,9,38,19,2013,9,38,19,1,Weekdays,Normal hours,13.1,5,0am - 5am
34318,17723,Thu,5,2013-09-19 05:51:25,527,E 33 St & 1 Ave,40.74315566,-73.97434726,2013-09-19 05:57:50,485,W 37 St & 5 Ave,40.75038009,-73.98338988,385,Subscriber,1968.0,1,Male,6,2013,9,38,19,2013,9,38,19,5,Weekdays,Normal hours,10.2,5,0am - 5am
34342,19755,Fri,0,2013-09-20 00:36:25,223,W 13 St & 7 Ave,40.73781509,-73.99994661,2013-09-20 00:41:33,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,308,Subscriber,1979.0,1,Male,5,2013,9,38,20,2013,9,38,20,0,Weekdays,Normal hours,13.1,6,0am - 5am
34357,15276,Wed,1,2013-09-18 01:15:44,242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,2013-09-18 01:29:33,536,1 Ave & E 30 St,40.74144387,-73.97536082,829,Subscriber,1977.0,1,Male,13,2013,9,38,18,2013,9,38,18,1,Weekdays,Normal hours,13.1,4,0am - 5am
34365,15192,Sun,2,2013-09-15 02:26:17,532,S 5 Pl & S 4 St,40.710451,-73.960876,2013-09-15 02:31:02,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,285,Subscriber,1985.0,1,Male,4,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,12.2,1,0am - 5am
34368,17579,Wed,5,2013-09-25 05:05:29,195,Liberty St & Broadway,40.70905623,-74.01043382,2013-09-25 05:24:38,472,E 32 St & Park Ave,40.7457121,-73.98194829,1149,Subscriber,1971.0,1,Male,19,2013,9,39,25,2013,9,39,25,5,Weekdays,Normal hours,10.2,4,0am - 5am
34419,19292,Sat,2,2013-09-21 02:34:05,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,2013-09-21 03:03:07,326,E 11 St & 1 Ave,40.72953837,-73.98426726,1742,Subscriber,1982.0,1,Male,29,2013,9,38,21,2013,9,38,21,3,Weekend,Normal hours,12.2,7,0am - 5am
34422,18624,Thu,5,2013-09-19 05:36:57,382,University Pl & E 14 St,40.73492695,-73.99200509,2013-09-19 05:48:17,517,Pershing Square S,40.75149263,-73.97798848,680,Subscriber,1976.0,1,Male,11,2013,9,38,19,2013,9,38,19,5,Weekdays,Normal hours,10.2,5,0am - 5am
34650,18480,Tue,5,2013-09-17 05:27:12,237,E 11 St & 2 Ave,40.73047309,-73.98672378,2013-09-17 05:36:19,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,547,Subscriber,1989.0,1,Male,9,2013,9,38,17,2013,9,38,17,5,Weekdays,Normal hours,10.2,3,0am - 5am
34678,16040,Sun,0,2013-09-01 00:32:02,488,W 39 St & 9 Ave,40.75645824,-73.99372222,2013-09-01 01:01:43,243,Fulton St & Rockwell Pl,40.687979,-73.978474,1781,Non-Subscriber,,0,Unknown,29,2013,9,35,1,2013,9,35,1,1,Weekend,Normal hours,13.1,1,0am - 5am
34692,20597,Fri,1,2013-09-06 01:16:58,432,E 7 St & Avenue A,40.72621788,-73.98379855,2013-09-06 01:22:55,359,E 47 St & Park Ave,40.75510267,-73.97498696,357,Subscriber,1985.0,2,Female,5,2013,9,36,6,2013,9,36,6,1,Weekdays,Normal hours,13.1,6,0am - 5am
34767,18871,Sat,3,2013-09-07 03:19:43,357,E 11 St & Broadway,40.73261787,-73.99158043,2013-09-07 03:26:50,470,W 20 St & 8 Ave,40.74345335,-74.00004031,427,Subscriber,1969.0,1,Male,7,2013,9,36,7,2013,9,36,7,3,Weekend,Normal hours,11.6,7,0am - 5am
34772,15763,Sat,1,2013-09-07 01:31:09,514,12 Ave & W 40 St,40.76087502,-74.00277668,2013-09-07 01:46:20,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,911,Non-Subscriber,,0,Unknown,15,2013,9,36,7,2013,9,36,7,1,Weekend,Normal hours,13.1,7,0am - 5am
34792,20355,Mon,5,2013-09-16 05:58:41,433,E 13 St & Avenue A,40.72955361,-73.98057249,2013-09-16 06:07:10,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,509,Subscriber,1968.0,2,Female,8,2013,9,38,16,2013,9,38,16,6,Weekdays,Normal hours,10.2,2,0am - 5am
34797,19157,Fri,0,2013-09-13 00:31:04,468,Broadway & W 55 St,40.7652654,-73.98192338,2013-09-13 00:42:03,505,6 Ave & W 33 St,40.74901271,-73.98848395,659,Subscriber,1978.0,1,Male,10,2013,9,37,13,2013,9,37,13,0,Weekdays,Normal hours,13.1,6,0am - 5am
34803,19733,Mon,5,2013-09-09 05:16:04,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,2013-09-09 05:24:54,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,530,Subscriber,1982.0,1,Male,8,2013,9,37,9,2013,9,37,9,5,Weekdays,Normal hours,10.2,2,0am - 5am
34882,16577,Fri,0,2013-09-20 00:15:06,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,2013-09-20 00:18:55,297,E 15 St & 3 Ave,40.734232,-73.986923,229,Subscriber,1971.0,1,Male,3,2013,9,38,20,2013,9,38,20,0,Weekdays,Normal hours,13.1,6,0am - 5am
34914,17401,Wed,0,2013-09-18 00:13:50,529,W 42 St & 8 Ave,40.7575699,-73.99098507,2013-09-18 00:33:17,247,Perry St & Bleecker St,40.73535398,-74.00483091,1167,Non-Subscriber,,0,Unknown,19,2013,9,38,18,2013,9,38,18,0,Weekdays,Normal hours,13.1,4,0am - 5am
34951,15145,Sun,1,2013-09-08 01:12:57,310,State St & Smith St,40.68926942,-73.98912867,2013-09-08 01:24:29,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,692,Subscriber,1983.0,1,Male,11,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
34962,17526,Tue,1,2013-09-17 01:32:59,329,Greenwich St & N Moore St,40.72043411,-74.01020609,2013-09-17 01:50:30,531,Forsyth St & Broome St,40.71893904,-73.99266288,1051,Non-Subscriber,,0,Unknown,17,2013,9,38,17,2013,9,38,17,1,Weekdays,Normal hours,13.1,3,0am - 5am
34974,15054,Mon,0,2013-09-16 00:33:58,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,2013-09-16 00:54:11,465,Broadway & W 41 St,40.75513557,-73.98658032,1213,Subscriber,1984.0,2,Female,20,2013,9,38,16,2013,9,38,16,0,Weekdays,Normal hours,13.1,2,0am - 5am
34992,15357,Thu,3,2013-09-05 03:02:36,450,W 49 St & 8 Ave,40.76227205,-73.98788205,2013-09-05 03:16:46,470,W 20 St & 8 Ave,40.74345335,-74.00004031,850,Subscriber,1983.0,1,Male,14,2013,9,36,5,2013,9,36,5,3,Weekdays,Normal hours,11.6,5,0am - 5am
35121,18333,Tue,0,2013-09-24 00:45:48,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2013-09-24 00:49:28,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,220,Subscriber,1984.0,1,Male,3,2013,9,39,24,2013,9,39,24,0,Weekdays,Normal hours,13.1,3,0am - 5am
35208,16679,Sat,0,2013-09-14 00:01:40,251,Mott St & Prince St,40.72317958,-73.99480012,2013-09-14 00:15:50,507,E 25 St & 2 Ave,40.73912601,-73.97973776,850,Subscriber,1979.0,2,Female,14,2013,9,37,14,2013,9,37,14,0,Weekend,Normal hours,13.1,7,0am - 5am
35237,17579,Tue,1,2013-09-03 01:13:24,521,8 Ave & W 31 St,40.75044999,-73.99481051,2013-09-03 01:28:13,490,8 Ave & W 33 St,40.751551,-73.993934,889,Subscriber,1977.0,2,Female,14,2013,9,36,3,2013,9,36,3,1,Weekdays,Normal hours,13.1,3,0am - 5am
35292,16637,Wed,5,2013-09-18 05:01:54,311,Norfolk St & Broome St,40.7172274,-73.98802084,2013-09-18 05:07:41,268,Howard St & Centre St,40.71910537,-73.99973337,347,Subscriber,1983.0,2,Female,5,2013,9,38,18,2013,9,38,18,5,Weekdays,Normal hours,10.2,4,0am - 5am
35295,18058,Thu,1,2013-09-12 01:35:15,2010,Grand St & Greene St,40.72165481,-74.00234737,2013-09-12 01:46:53,483,E 12 St & 3 Ave,40.73223272,-73.98889957,698,Subscriber,1991.0,1,Male,11,2013,9,37,12,2013,9,37,12,1,Weekdays,Normal hours,13.1,5,0am - 5am
35330,19747,Sat,4,2013-09-21 04:19:27,267,Broadway & W 36 St,40.75097711,-73.98765428,2013-09-21 04:29:03,480,W 53 St & 10 Ave,40.76669671,-73.99061728,576,Subscriber,1980.0,1,Male,9,2013,9,38,21,2013,9,38,21,4,Weekend,Normal hours,11.6,7,0am - 5am
35505,19483,Mon,5,2013-09-09 05:18:05,363,West Thames St,40.70834698,-74.01713445,2013-09-09 05:23:30,415,Pearl St & Hanover Square,40.7047177,-74.00926027,325,Subscriber,1983.0,1,Male,5,2013,9,37,9,2013,9,37,9,5,Weekdays,Normal hours,10.2,2,0am - 5am
35524,19667,Sat,1,2013-09-28 01:39:04,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,2013-09-28 02:06:38,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,1654,Subscriber,1980.0,1,Male,27,2013,9,39,28,2013,9,39,28,2,Weekend,Normal hours,13.1,7,0am - 5am
35540,16700,Sun,2,2013-09-15 02:01:46,340,Madison St & Clinton St,40.71269042,-73.98776323,2013-09-15 02:05:17,502,Henry St & Grand St,40.714215,-73.981346,211,Subscriber,1983.0,1,Male,3,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,12.2,1,0am - 5am
35578,17377,Sat,0,2013-09-07 00:27:26,545,E 23 St & 1 Ave,40.736502,-73.97809472,2013-09-07 00:48:10,290,2 Ave & E 58 St,40.76020258,-73.96478473,1244,Non-Subscriber,,0,Unknown,20,2013,9,36,7,2013,9,36,7,0,Weekend,Normal hours,13.1,7,0am - 5am
35579,18462,Mon,0,2013-09-23 00:21:10,233,Joralemon St & Adams St,40.69246277,-73.98963911,2013-09-23 00:25:09,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,239,Subscriber,1980.0,1,Male,3,2013,9,39,23,2013,9,39,23,0,Weekdays,Normal hours,13.1,2,0am - 5am
35603,20226,Fri,3,2013-09-20 03:59:21,307,Canal St & Rutgers St,40.71427487,-73.98990025,2013-09-20 04:03:38,296,Division St & Bowery,40.71413089,-73.9970468,257,Subscriber,1986.0,1,Male,4,2013,9,38,20,2013,9,38,20,4,Weekdays,Normal hours,11.6,6,0am - 5am
35629,19724,Fri,1,2013-09-27 01:49:51,463,9 Ave & W 16 St,40.74206539,-74.00443172,2013-09-27 01:53:39,462,W 22 St & 10 Ave,40.74691959,-74.00451887,228,Subscriber,1990.0,1,Male,3,2013,9,39,27,2013,9,39,27,1,Weekdays,Normal hours,13.1,6,0am - 5am
35633,19755,Mon,4,2013-09-02 04:13:50,346,Bank St & Hudson St,40.73652889,-74.00618026,2013-09-02 04:55:06,494,W 26 St & 8 Ave,40.74734825,-73.99723551,2476,Non-Subscriber,,0,Unknown,41,2013,9,36,2,2013,9,36,2,4,Weekdays,Normal hours,11.6,2,0am - 5am
35770,20143,Mon,5,2013-09-09 05:44:21,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2013-09-09 05:47:41,440,E 45 St & 3 Ave,40.75255434,-73.97282625,200,Subscriber,1980.0,1,Male,3,2013,9,37,9,2013,9,37,9,5,Weekdays,Normal hours,10.2,2,0am - 5am
35804,17397,Sat,0,2013-09-14 00:58:26,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2013-09-14 01:08:31,475,E 16 St & Irving Pl,40.73524276,-73.98758561,605,Subscriber,1975.0,1,Male,10,2013,9,37,14,2013,9,37,14,1,Weekend,Normal hours,13.1,7,0am - 5am
35837,19743,Sat,1,2013-09-21 01:13:27,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,2013-09-21 01:19:07,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,340,Subscriber,1990.0,1,Male,5,2013,9,38,21,2013,9,38,21,1,Weekend,Normal hours,13.1,7,0am - 5am
35852,15172,Sat,1,2013-09-28 01:59:56,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,2013-09-28 02:08:32,482,W 15 St & 7 Ave,40.73935542,-73.99931783,516,Subscriber,1980.0,1,Male,8,2013,9,39,28,2013,9,39,28,2,Weekend,Normal hours,13.1,7,0am - 5am
35855,18504,Sun,1,2013-09-15 01:20:59,317,E 6 St & Avenue B,40.72453734,-73.98185424,2013-09-15 01:24:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,238,Subscriber,1983.0,1,Male,3,2013,9,37,15,2013,9,37,15,1,Weekend,Normal hours,13.1,1,0am - 5am
35960,18355,Wed,0,2013-09-11 00:55:17,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,2013-09-11 01:04:36,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,559,Subscriber,1985.0,1,Male,9,2013,9,37,11,2013,9,37,11,1,Weekdays,Normal hours,13.1,4,0am - 5am
35967,17027,Fri,3,2013-09-27 03:00:15,229,Great Jones St,40.72743423,-73.99379025,2013-09-27 03:04:58,312,Allen St & E Houston St,40.722055,-73.989111,283,Subscriber,1977.0,1,Male,4,2013,9,39,27,2013,9,39,27,3,Weekdays,Normal hours,11.6,6,0am - 5am
35993,15973,Tue,1,2013-09-03 01:26:45,482,W 15 St & 7 Ave,40.73935542,-73.99931783,2013-09-03 01:35:47,442,W 27 St & 7 Ave,40.746647,-73.993915,542,Subscriber,1981.0,1,Male,9,2013,9,36,3,2013,9,36,3,1,Weekdays,Normal hours,13.1,3,0am - 5am
36002,16519,Thu,5,2013-09-26 05:55:44,334,W 20 St & 7 Ave,40.74238787,-73.99726235,2013-09-26 06:01:41,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,357,Subscriber,1982.0,2,Female,5,2013,9,39,26,2013,9,39,26,6,Weekdays,Normal hours,10.2,5,0am - 5am
36050,16837,Sat,0,2013-09-21 00:09:19,306,Cliff St & Fulton St,40.70823502,-74.00530063,2013-09-21 00:18:47,387,Centre St & Chambers St,40.71273266,-74.0046073,568,Non-Subscriber,,0,Unknown,9,2013,9,38,21,2013,9,38,21,0,Weekend,Normal hours,13.1,7,0am - 5am
36098,15459,Mon,0,2013-09-09 00:49:40,247,Perry St & Bleecker St,40.73535398,-74.00483091,2013-09-09 01:12:41,479,9 Ave & W 45 St,40.76019252,-73.9912551,1381,Subscriber,1988.0,1,Male,23,2013,9,37,9,2013,9,37,9,1,Weekdays,Normal hours,13.1,2,0am - 5am
36140,15054,Sat,1,2013-09-07 01:45:35,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2013-09-07 01:55:38,449,W 52 St & 9 Ave,40.76461837,-73.98789473,603,Subscriber,1985.0,1,Male,10,2013,9,36,7,2013,9,36,7,1,Weekend,Normal hours,13.1,7,0am - 5am
36173,18393,Sat,1,2013-09-14 01:05:33,362,Broadway & W 37 St,40.75172632,-73.98753523,2013-09-14 01:37:38,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,1925,Subscriber,1949.0,1,Male,32,2013,9,37,14,2013,9,37,14,1,Weekend,Normal hours,13.1,7,0am - 5am
36182,16341,Fri,2,2013-09-20 02:32:50,519,Pershing Square N,40.75188406,-73.97770164,2013-09-20 02:40:47,492,W 33 St & 7 Ave,40.75019995,-73.99093085,477,Subscriber,1966.0,1,Male,7,2013,9,38,20,2013,9,38,20,2,Weekdays,Normal hours,12.2,6,0am - 5am
36214,18237,Sat,1,2013-09-21 01:54:23,435,W 21 St & 6 Ave,40.74173969,-73.99415556,2013-09-21 01:59:43,546,E 30 St & Park Ave S,40.74444921,-73.98303529,320,Subscriber,1986.0,1,Male,5,2013,9,38,21,2013,9,38,21,1,Weekend,Normal hours,13.1,7,0am - 5am
36241,15281,Sun,0,2013-09-08 00:55:34,474,5 Ave & E 29 St,40.7451677,-73.98683077,2013-09-08 01:08:12,128,MacDougal St & Prince St,40.72710258,-74.00297088,758,Subscriber,1979.0,1,Male,12,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
36283,17387,Sat,1,2013-09-28 01:39:45,305,E 58 St & 3 Ave,40.76095756,-73.96724467,2013-09-28 01:55:17,465,Broadway & W 41 St,40.75513557,-73.98658032,932,Subscriber,1992.0,1,Male,15,2013,9,39,28,2013,9,39,28,1,Weekend,Normal hours,13.1,7,0am - 5am
36344,17708,Mon,0,2013-09-02 00:23:10,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,2013-09-02 00:34:00,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,650,Subscriber,1985.0,2,Female,10,2013,9,36,2,2013,9,36,2,0,Weekdays,Normal hours,13.1,2,0am - 5am
36399,15296,Fri,2,2013-09-06 02:11:41,276,Duane St & Greenwich St,40.71748752,-74.0104554,2013-09-06 02:22:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,619,Subscriber,1988.0,1,Male,10,2013,9,36,6,2013,9,36,6,2,Weekdays,Normal hours,12.2,6,0am - 5am
36569,15440,Wed,1,2013-09-18 01:13:37,457,Broadway & W 58 St,40.76695317,-73.98169333,2013-09-18 01:16:37,423,W 54 St & 9 Ave,40.76584941,-73.98690506,180,Subscriber,1986.0,1,Male,3,2013,9,38,18,2013,9,38,18,1,Weekdays,Normal hours,13.1,4,0am - 5am
36647,18991,Fri,0,2013-09-13 00:54:11,386,Centre St & Worth St,40.71494807,-74.00234482,2013-09-13 00:58:33,417,Barclay St & Church St,40.71291224,-74.01020234,262,Subscriber,1950.0,1,Male,4,2013,9,37,13,2013,9,37,13,0,Weekdays,Normal hours,13.1,6,0am - 5am
36693,19775,Sat,2,2013-09-21 02:49:49,265,Stanton St & Chrystie St,40.72229346,-73.99147535,2013-09-21 02:58:54,331,Pike St & Monroe St,40.71173107,-73.99193043,545,Subscriber,1976.0,2,Female,9,2013,9,38,21,2013,9,38,21,2,Weekend,Normal hours,12.2,7,0am - 5am
36697,15313,Thu,0,2013-09-05 00:53:35,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,2013-09-05 02:44:03,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2697,Subscriber,1984.0,1,Male,44,2013,9,36,5,2013,9,36,5,2,Weekdays,Normal hours,13.1,5,0am - 5am
36758,17499,Sun,0,2013-09-08 00:54:21,326,E 11 St & 1 Ave,40.72953837,-73.98426726,2013-09-08 01:05:50,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,689,Subscriber,1981.0,1,Male,11,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
36818,18972,Sun,0,2013-09-15 00:11:32,521,8 Ave & W 31 St,40.75044999,-73.99481051,2013-09-15 00:29:45,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,1093,Subscriber,1976.0,1,Male,18,2013,9,37,15,2013,9,37,15,0,Weekend,Normal hours,13.1,1,0am - 5am
36850,15540,Sat,0,2013-09-14 00:32:02,448,W 37 St & 10 Ave,40.75660359,-73.9979009,2013-09-14 00:38:16,439,E 4 St & 2 Ave,40.7262807,-73.98978041,374,Subscriber,1978.0,1,Male,6,2013,9,37,14,2013,9,37,14,0,Weekend,Normal hours,13.1,7,0am - 5am
36893,19154,Sat,5,2013-09-07 05:48:06,358,Christopher St & Greenwich St,40.73291553,-74.00711384,2013-09-07 05:56:11,462,W 22 St & 10 Ave,40.74691959,-74.00451887,485,Subscriber,1978.0,1,Male,8,2013,9,36,7,2013,9,36,7,5,Weekend,Normal hours,10.2,7,0am - 5am
36929,19302,Thu,4,2013-09-12 04:12:46,453,W 22 St & 8 Ave,40.74475148,-73.99915362,2013-09-12 04:14:40,453,W 22 St & 8 Ave,40.74475148,-73.99915362,114,Non-Subscriber,,0,Unknown,1,2013,9,37,12,2013,9,37,12,4,Weekdays,Normal hours,11.6,5,0am - 5am
